name,count,gender,area,age
Kirsten,46,female,brussels,18-64
Lenuta,46,female,brussels,18-64
Lore,46,female,brussels,18-64
Nihal,46,female,brussels,18-64
Mikael,46,male,brussels,18-64
Pacôme,46,male,wallonia,0-17
Oumar,46,male,wallonia,0-17
Louay,46,male,wallonia,0-17
Silvio,46,male,wallonia,0-17
Khaled,46,male,wallonia,0-17
Noor,46,female,brussels,18-64
Nouhaila,46,female,brussels,18-64
Priyanka,46,female,brussels,18-64
Randa,46,female,brussels,18-64
Rebeca,46,female,brussels,18-64
Rosanna,46,female,brussels,18-64
Keziban,46,female,brussels,18-64
Vito,46,male,wallonia,0-17
Irem,46,female,brussels,18-64
Mina,46,female,wallonia,65-inf
Janet,46,female,brussels,18-64
Diogo,46,male,wallonia,0-17
Emiliano,46,male,wallonia,0-17
Enoha,46,male,wallonia,0-17
Eythan,46,male,wallonia,0-17
Giacomo,46,male,wallonia,0-17
Haron,46,male,wallonia,0-17
Nicoletta,46,female,wallonia,65-inf
Yani,46,male,wallonia,0-17
Nunziata,46,female,wallonia,65-inf
Santina,46,female,wallonia,65-inf
Suzanna,46,female,wallonia,65-inf
Sylvette,46,female,wallonia,65-inf
Valentina,46,female,wallonia,65-inf
Youcef,46,male,wallonia,0-17
Jaden,46,male,wallonia,0-17
Okan,46,male,brussels,18-64
Mauranne,46,female,flanders,18-64
Maël,46,male,brussels,18-64
Rayana,46,female,wallonia,0-17
Johanna,46,female,brussels,65-inf
Meryem,46,female,brussels,65-inf
Sylvia,46,female,brussels,65-inf
Constantin,46,male,flanders,0-17
Edin,46,male,flanders,0-17
Fre,46,male,flanders,0-17
Gio,46,male,flanders,0-17
Ilyass,46,male,flanders,0-17
Israel,46,male,flanders,0-17
Suzon,46,female,wallonia,0-17
Merve,46,female,wallonia,0-17
Christiana,46,female,brussels,65-inf
Kélia,46,female,wallonia,0-17
Kira,46,female,wallonia,0-17
Doha,46,female,wallonia,0-17
Chelsy,46,female,wallonia,0-17
Beyza,46,female,wallonia,0-17
Anabelle,46,female,wallonia,0-17
Alysson,46,female,wallonia,0-17
Kiyan,46,male,flanders,0-17
Toine,46,male,flanders,0-17
Yorrit,46,male,flanders,0-17
Eleni,46,female,brussels,65-inf
Zeki,46,male,wallonia,18-64
Ronald,46,male,brussels,65-inf
Calvin,46,male,wallonia,18-64
Heinrich,46,male,wallonia,18-64
Hamdi,46,male,wallonia,18-64
Gert,46,male,wallonia,18-64
Gabin,46,male,wallonia,18-64
Françis,46,male,wallonia,18-64
Franklin,46,male,wallonia,18-64
Ferdi,46,male,wallonia,18-64
Eli,46,male,wallonia,18-64
Clovis,46,male,wallonia,18-64
Cheikh,46,male,wallonia,18-64
Bernardo,46,male,wallonia,18-64
Yan,46,male,wallonia,18-64
Aïssa,46,male,wallonia,18-64
Arben,46,male,wallonia,18-64
Aboubacar,46,male,wallonia,18-64
Iliass,46,male,wallonia,18-64
Juliano,46,male,wallonia,18-64
Komlan,46,male,wallonia,18-64
Maarten,46,male,wallonia,18-64
Mahdi,46,male,wallonia,18-64
Mikel,46,male,wallonia,18-64
Rudolphe,46,male,wallonia,18-64
Willem,46,male,brussels,65-inf
Pietro,46,male,brussels,65-inf
Léonard,46,male,brussels,18-64
Nursel,46,female,flanders,18-64
Gözde,46,female,flanders,18-64
Handan,46,female,flanders,18-64
Lamya,46,female,flanders,18-64
Lejla,46,female,flanders,18-64
Linn,46,female,flanders,18-64
Lyudmila,46,female,flanders,18-64
Magy,46,female,flanders,18-64
Mai,46,female,flanders,18-64
Mamie,46,female,flanders,18-64
Melahat,46,female,flanders,18-64
Pearl,46,female,flanders,18-64
Fernande,46,female,flanders,18-64
Ruzanna,46,female,flanders,18-64
Sihem,46,female,flanders,18-64
Tatevik,46,female,flanders,18-64
Tereza,46,female,flanders,18-64
Vlora,46,female,flanders,18-64
Yi,46,female,flanders,18-64
Zaira,46,female,flanders,18-64
Germain,46,male,brussels,18-64
Hussain,46,male,brussels,18-64
Lahbib,46,male,brussels,18-64
Gyulten,46,female,flanders,18-64
Faïza,46,female,flanders,18-64
Norbert,46,male,brussels,65-inf
Can,46,male,brussels,18-64
Joaquim,46,male,brussels,65-inf
Frank,46,male,brussels,65-inf
Adriano,46,male,brussels,0-17
Clement,46,male,flanders,0-17
Bentley,46,male,flanders,0-17
Arwen,46,male,flanders,0-17
Alexandros,46,male,flanders,0-17
Akif,46,male,flanders,0-17
Andrey,46,male,brussels,18-64
Burhan,46,male,brussels,18-64
Dragos,46,male,brussels,18-64
Fathia,46,female,flanders,18-64
Eliot,46,male,brussels,18-64
Arianna,46,female,flanders,18-64
Becky,46,female,flanders,18-64
Benedicta,46,female,flanders,18-64
Binta,46,female,flanders,18-64
Cathleen,46,female,flanders,18-64
Charlène,46,female,flanders,18-64
Clarissa,46,female,flanders,18-64
Dinah,46,female,flanders,18-64
Fara,46,female,flanders,18-64
Adaline,46,female,wallonia,0-17
Anwar,46,male,brussels,0-17
Aaliyah,46,female,brussels,0-17
Aure,46,female,flanders,0-17
Gamze,46,female,flanders,0-17
Duygu,46,female,flanders,0-17
Doutzen,46,female,flanders,0-17
Derya,46,female,flanders,0-17
Charlot,46,female,flanders,0-17
Bruna,46,female,flanders,0-17
Blanche,46,female,flanders,0-17
Bette,46,female,flanders,0-17
Babet,46,female,flanders,0-17
Ayat,46,female,flanders,0-17
Assya,46,female,flanders,0-17
Jamila,46,female,flanders,0-17
Arzu,46,female,flanders,0-17
Annalisa,46,female,flanders,0-17
Amana,46,female,flanders,0-17
Cataldo,46,male,wallonia,65-inf
James,46,male,wallonia,65-inf
Reinhold,46,male,wallonia,65-inf
Sultan,46,female,flanders,65-inf
Seraphine,46,female,flanders,65-inf
Rabia,46,female,flanders,65-inf
Maritta,46,female,flanders,65-inf
Iqra,46,female,flanders,0-17
Katho,46,female,flanders,0-17
Josyane,46,female,flanders,65-inf
Zeliha,46,female,flanders,0-17
Kenzo,46,male,brussels,0-17
Leonard,46,male,brussels,0-17
Levi,46,male,brussels,0-17
Mahdi,46,male,brussels,0-17
Matéo,46,male,brussels,0-17
Mohamed-Ali,46,male,brussels,0-17
Moustapha,46,male,brussels,0-17
Octave,46,male,brussels,0-17
Said,46,male,brussels,0-17
Tarik,46,male,brussels,0-17
Yael,46,female,flanders,0-17
Leontien,46,female,flanders,0-17
Shanti,46,female,flanders,0-17
Reyhan,46,female,flanders,0-17
Quincy,46,female,flanders,0-17
Omayma,46,female,flanders,0-17
Noha,46,female,flanders,0-17
Najwa,46,female,flanders,0-17
Malka,46,female,flanders,0-17
Macy,46,female,flanders,0-17
Loren,46,female,flanders,0-17
Lexy,46,female,flanders,0-17
Latifa,46,female,flanders,65-inf
Georgios,46,male,brussels,0-17
Elsje,46,female,flanders,65-inf
Ilenia,46,female,wallonia,18-64
Venera,46,female,wallonia,18-64
Tonia,46,female,wallonia,18-64
Terry,46,female,wallonia,18-64
Souâd,46,female,wallonia,18-64
Sirine,46,female,wallonia,18-64
Rosa-Maria,46,female,wallonia,18-64
Mélisande,46,female,wallonia,18-64
Meryl,46,female,wallonia,18-64
Marie-Annick,46,female,wallonia,18-64
Lucrezia,46,female,wallonia,18-64
Chantale,46,female,flanders,65-inf
Leen,46,female,wallonia,18-64
Khava,46,female,wallonia,18-64
Joannie,46,female,wallonia,18-64
Jelena,46,female,wallonia,18-64
Vivianne,46,female,wallonia,18-64
Stephan,46,male,wallonia,65-inf
Van,46,male,wallonia,65-inf
Ayat,46,female,brussels,0-17
Defne,46,female,brussels,0-17
Kamila,46,female,brussels,0-17
Salwa,46,female,brussels,0-17
Yusuf,46,male,flanders,65-inf
Steven,46,male,flanders,65-inf
M'hamed,46,male,flanders,65-inf
Lodewyk,46,male,flanders,65-inf
Alfonsus,46,male,flanders,65-inf
Liévin,46,male,flanders,65-inf
Jean-Baptiste,46,male,flanders,65-inf
Ivon,46,male,flanders,65-inf
Ives,46,male,flanders,65-inf
Harold,46,male,flanders,65-inf
Dimitrios,46,male,flanders,65-inf
Imen,46,female,wallonia,18-64
Liesbeth,46,female,wallonia,18-64
Elza,46,female,wallonia,18-64
Christèle,46,female,wallonia,18-64
Elora,46,female,wallonia,18-64
Dorothy,46,female,wallonia,18-64
Döndü,46,female,wallonia,18-64
Atika,46,female,wallonia,18-64
Chaimae,46,female,wallonia,18-64
Paolo,45,male,flanders,65-inf
Côme,45,male,brussels,0-17
Inna,45,female,wallonia,18-64
Gülsen,45,female,wallonia,18-64
Talha,45,male,brussels,0-17
Roméo,45,male,brussels,0-17
Rami,45,male,brussels,0-17
Bogdan,45,male,brussels,0-17
Marin,45,male,flanders,65-inf
Aymeric,45,male,brussels,0-17
Artur,45,male,brussels,0-17
Li,45,female,wallonia,18-64
Charly,45,male,flanders,65-inf
Heinrich,45,male,flanders,65-inf
Ignaas,45,male,flanders,65-inf
Krystyna,45,female,wallonia,18-64
Liana,45,female,wallonia,18-64
Zaïd,45,male,brussels,0-17
Ilario,45,male,wallonia,18-64
Zouhair,45,male,wallonia,18-64
Vladislav,45,male,wallonia,18-64
Vital,45,male,wallonia,18-64
Tuncay,45,male,wallonia,18-64
Thiérry,45,male,wallonia,18-64
Santino,45,male,wallonia,18-64
Othman,45,male,wallonia,18-64
Minh,45,male,wallonia,18-64
Komi,45,male,wallonia,18-64
Gäetan,45,male,wallonia,18-64
Marcia,45,female,wallonia,18-64
Gillian,45,male,wallonia,18-64
Ernst,45,male,wallonia,18-64
Enver,45,male,wallonia,18-64
Christiaan,45,male,wallonia,18-64
Besim,45,male,wallonia,18-64
Aurel,45,male,wallonia,18-64
Aiko,45,female,flanders,18-64
Domenico,45,male,brussels,65-inf
Marie-Elise,45,female,wallonia,18-64
Andrey,45,male,wallonia,18-64
Beate,45,female,flanders,18-64
Anne-Françoise,45,female,flanders,18-64
Lourdes,45,female,flanders,18-64
Thais,45,female,flanders,18-64
Tammy,45,female,flanders,18-64
Souâd,45,female,flanders,18-64
Selver,45,female,flanders,18-64
Salomé,45,female,flanders,18-64
Rolande,45,female,flanders,18-64
Rabiye,45,female,flanders,18-64
Pascalle,45,female,flanders,18-64
Nafisa,45,female,flanders,18-64
Mauricette,45,female,flanders,18-64
Marileen,45,female,flanders,18-64
Marie-Elise,45,female,flanders,18-64
Malwina,45,female,flanders,18-64
Lune,45,female,flanders,18-64
Kathleen,45,female,brussels,65-inf
Sergio,45,male,flanders,65-inf
Céline,45,female,brussels,65-inf
Viviana,45,female,wallonia,18-64
Sylvette,45,female,wallonia,18-64
Svenja,45,female,wallonia,18-64
Simonne,45,female,wallonia,18-64
Seyma,45,female,wallonia,18-64
Sahra,45,female,wallonia,18-64
Rosario,45,female,wallonia,18-64
Rosana,45,female,wallonia,18-64
Ombeline,45,female,wallonia,18-64
Nunziata,45,female,wallonia,18-64
Nesrine,45,female,wallonia,18-64
Marilène,45,female,wallonia,18-64
Lorna,45,female,flanders,18-64
Xiao,45,female,flanders,18-64
Yanne,45,female,flanders,18-64
Yuk,45,female,flanders,18-64
Anes,45,male,flanders,0-17
Karel,45,male,brussels,65-inf
M'hamed,45,male,brussels,65-inf
Miguel,45,male,brussels,65-inf
Yousuf,45,male,flanders,0-17
Toots,45,male,flanders,0-17
Tomás,45,male,flanders,0-17
Tomasz,45,male,flanders,0-17
Taysir,45,male,flanders,0-17
Rutger,45,male,flanders,0-17
Paulo,45,male,flanders,0-17
Odil,45,male,flanders,0-17
Nikolai,45,male,flanders,0-17
Niko,45,male,flanders,0-17
Nias,45,male,flanders,0-17
Liyam,45,male,flanders,0-17
Liandro,45,male,flanders,0-17
Lennerd,45,male,flanders,0-17
Lance,45,male,flanders,0-17
Jorge,45,male,flanders,0-17
Ihsan,45,male,flanders,0-17
Hidde,45,male,flanders,0-17
Hektor,45,male,flanders,0-17
Geoffrey,45,male,flanders,0-17
Conrad,45,male,flanders,0-17
Cihan,45,male,flanders,0-17
Bünyamin,45,male,flanders,0-17
Bengt,45,male,flanders,0-17
Bajram,45,male,flanders,0-17
Aurelio,45,male,flanders,0-17
Katrina,45,female,flanders,18-64
Zico,45,male,flanders,18-64
Yousif,45,male,flanders,18-64
Aymane,45,male,flanders,18-64
Asad,45,male,flanders,18-64
Arslan,45,male,flanders,18-64
Andriy,45,male,flanders,18-64
Al,45,male,flanders,18-64
Abdelmalik,45,male,flanders,18-64
Katherina,45,female,flanders,18-64
Kadija,45,female,flanders,18-64
Ka,45,female,flanders,18-64
Jozefina,45,female,flanders,18-64
Jihan,45,female,flanders,18-64
Jetty,45,female,flanders,18-64
Jenne,45,female,flanders,18-64
Hylke,45,female,flanders,18-64
Hubertine,45,female,flanders,18-64
Huberte,45,female,flanders,18-64
Hasret,45,female,flanders,18-64
Gülüzar,45,female,flanders,18-64
Grazia,45,female,flanders,18-64
Grayna,45,female,flanders,18-64
Fatimah,45,female,flanders,18-64
Fabiana,45,female,flanders,18-64
Elfie,45,female,flanders,18-64
Cátia,45,female,flanders,18-64
Ceylan,45,female,flanders,18-64
Cagla,45,female,flanders,18-64
Bonny,45,female,flanders,18-64
Blerta,45,female,flanders,18-64
Berit,45,female,flanders,18-64
Benthe,45,female,flanders,18-64
Asim,45,male,flanders,18-64
Baki,45,male,flanders,18-64
Winfried,45,male,flanders,18-64
Basiel,45,male,flanders,18-64
Umberto,45,male,flanders,18-64
Tijani,45,male,flanders,18-64
Theodoros,45,male,flanders,18-64
Tekin,45,male,flanders,18-64
Soulaimane,45,male,flanders,18-64
Sher,45,male,flanders,18-64
Sargis,45,male,flanders,18-64
Samson,45,male,flanders,18-64
Samed,45,male,flanders,18-64
Riad,45,male,flanders,18-64
Reindert,45,male,flanders,18-64
Rahul,45,male,flanders,18-64
Radouane,45,male,flanders,18-64
Neculai,45,male,flanders,18-64
Luan,45,male,flanders,18-64
Latif,45,male,flanders,18-64
Kirill,45,male,flanders,18-64
Jessie,45,male,flanders,18-64
Jakke,45,male,flanders,18-64
Hayri,45,male,flanders,18-64
Hamidullah,45,male,flanders,18-64
Halis,45,male,flanders,18-64
Gul,45,male,flanders,18-64
Georg,45,male,flanders,18-64
Faton,45,male,flanders,18-64
Domingos,45,male,flanders,18-64
Devon,45,male,flanders,18-64
Desmond,45,male,flanders,18-64
Collins,45,male,flanders,18-64
Ronnie,45,male,flanders,65-inf
Marie-Henriette,45,female,wallonia,18-64
Trudo,45,male,flanders,65-inf
Florentin,45,male,brussels,18-64
Rivka,45,female,flanders,0-17
Roxy,45,female,flanders,0-17
Rümeysa,45,female,flanders,0-17
Tania,45,female,flanders,0-17
Tilde,45,female,flanders,0-17
Vesper,45,female,flanders,0-17
Vie,45,female,flanders,0-17
Yentel,45,female,flanders,0-17
Wilhelmine,45,female,wallonia,65-inf
Oliva,45,female,wallonia,65-inf
Murielle,45,female,wallonia,65-inf
Line,45,female,wallonia,65-inf
Jeannie,45,female,wallonia,65-inf
Frida,45,female,wallonia,65-inf
Franziska,45,female,wallonia,65-inf
Dolorès,45,female,wallonia,65-inf
Cecile,45,female,wallonia,65-inf
Jose,45,male,wallonia,65-inf
Andre,45,male,brussels,18-64
Raquel,45,female,flanders,0-17
Noora,45,female,flanders,0-17
Minthe,45,female,flanders,0-17
Inora,45,female,flanders,0-17
Carlos,45,male,wallonia,0-17
Ediz,45,male,wallonia,0-17
Ennio,45,male,wallonia,0-17
Loïck,45,male,wallonia,0-17
Matei,45,male,wallonia,0-17
Othmane,45,male,wallonia,0-17
Safwan,45,male,wallonia,0-17
Umut,45,male,wallonia,0-17
Jess,45,female,flanders,0-17
Maryem,45,female,flanders,0-17
Jolijn,45,female,flanders,0-17
Kailey,45,female,flanders,0-17
Laya,45,female,flanders,0-17
Leontine,45,female,flanders,0-17
Liesje,45,female,flanders,0-17
Lilly-Rose,45,female,flanders,0-17
Lux,45,female,flanders,0-17
Lyssa,45,female,flanders,0-17
Constantinos,45,male,brussels,18-64
Frederick,45,male,brussels,18-64
Aydan,45,male,wallonia,0-17
Harun,45,male,brussels,18-64
Ketsia,45,female,wallonia,0-17
Kamila,45,female,wallonia,0-17
Inas,45,female,wallonia,0-17
Giusy,45,female,wallonia,0-17
Céliane,45,female,wallonia,0-17
Colleen,45,female,wallonia,0-17
Celena,45,female,wallonia,0-17
Bénédicte,45,female,wallonia,0-17
Aubane,45,female,wallonia,0-17
Anaelle,45,female,wallonia,0-17
Sephora,45,female,brussels,0-17
Romaïssa,45,female,brussels,0-17
Mélanie,45,female,brussels,0-17
Layla,45,female,brussels,0-17
Hazal,45,female,brussels,0-17
Esra,45,female,brussels,0-17
Erika,45,female,brussels,0-17
Carmen,45,female,brussels,0-17
Anita,45,female,brussels,0-17
Liloo,45,female,wallonia,0-17
Macha,45,female,wallonia,0-17
Nella,45,female,wallonia,0-17
Mylène,45,female,brussels,18-64
Izzet,45,male,brussels,18-64
Jamil,45,male,brussels,18-64
Kilian,45,male,brussels,18-64
Mamoudou,45,male,brussels,18-64
Tiberiu,45,male,brussels,18-64
Younès,45,male,brussels,18-64
Angelika,45,female,wallonia,65-inf
Adolphine,45,female,wallonia,65-inf
Nermin,45,female,brussels,18-64
Prescillia,45,female,wallonia,0-17
Noemi,45,female,brussels,18-64
Oxana,45,female,brussels,18-64
Serife,45,female,brussels,18-64
Tara,45,female,brussels,18-64
Zeliha,45,female,wallonia,0-17
Séraphine,45,female,wallonia,0-17
Rebeca,45,female,wallonia,0-17
Rabia,45,female,wallonia,0-17
Burak,45,male,wallonia,0-17
Abid,45,male,brussels,18-64
Ambroise,45,male,wallonia,0-17
Jannine,45,female,flanders,65-inf
Marie-Rose,45,female,brussels,18-64
Luiza,45,female,brussels,18-64
Irma,45,female,brussels,18-64
Hadja,45,female,brussels,18-64
Fahima,45,female,brussels,18-64
Duygu,45,female,brussels,18-64
Concetta,45,female,brussels,18-64
Cinzia,45,female,brussels,18-64
Awa,45,female,brussels,18-64
Asya,45,female,brussels,18-64
Anne-Claire,45,female,brussels,18-64
Amelia,45,female,brussels,18-64
Amaël,45,male,wallonia,0-17
Kathelyne,45,female,flanders,65-inf
Gabriela,45,female,flanders,65-inf
Meliha,45,female,brussels,18-64
Ewa,45,female,flanders,65-inf
Ellen,45,female,flanders,65-inf
Clementia,45,female,flanders,65-inf
Alicja,45,female,wallonia,18-64
Bahija,45,female,wallonia,18-64
Basma,45,female,wallonia,18-64
Carline,45,female,wallonia,18-64
Carola,45,female,wallonia,18-64
Celina,45,female,wallonia,18-64
Daniele,45,female,wallonia,18-64
Donia,45,female,wallonia,18-64
Filippina,45,female,wallonia,18-64
Gönül,45,female,wallonia,18-64
Marino,45,male,wallonia,65-inf
Maryem,45,female,brussels,18-64
Jorge,45,male,brussels,65-inf
Fréderique,45,female,flanders,0-17
Cami,45,female,flanders,0-17
Fatou,45,female,flanders,0-17
Wassim,44,male,wallonia,18-64
Ivo,44,male,wallonia,65-inf
Alain,44,male,wallonia,0-17
Colin,44,male,brussels,0-17
Berkay,44,male,brussels,0-17
Aboubacar,44,male,brussels,0-17
Vito,44,male,brussels,18-64
Yuliya,44,female,brussels,18-64
Pedro,44,male,wallonia,65-inf
Mariano,44,male,wallonia,65-inf
Dieudonné,44,male,wallonia,65-inf
Cody,44,male,wallonia,0-17
Dario,44,male,wallonia,65-inf
Abdelkarim,44,male,flanders,0-17
Adel,44,male,flanders,0-17
Diede,44,male,flanders,0-17
Dov,44,male,flanders,0-17
Egemen,44,male,flanders,0-17
Gustav,44,male,flanders,0-17
Kenai,44,male,flanders,0-17
Kuba,44,male,flanders,0-17
Lleyton,44,male,flanders,0-17
Albin,44,male,wallonia,0-17
Devon,44,male,wallonia,0-17
Niyo,44,male,flanders,0-17
Ese,44,female,flanders,18-64
Biljana,44,female,flanders,18-64
Birgitt,44,female,flanders,18-64
Bridget,44,female,flanders,18-64
Caty,44,female,flanders,18-64
Ciara,44,female,flanders,18-64
Dikra,44,female,flanders,18-64
Donatella,44,female,flanders,18-64
Edina,44,female,flanders,18-64
Elizabet,44,female,flanders,18-64
Enid,44,female,flanders,18-64
Fitore,44,female,flanders,18-64
Emrys,44,male,wallonia,0-17
Somia,44,female,brussels,18-64
Viviana,44,female,brussels,18-64
Brenda,44,female,flanders,65-inf
Adelia,44,female,flanders,65-inf
Tibo,44,male,wallonia,0-17
Othman,44,male,wallonia,0-17
Goran,44,male,wallonia,0-17
Seydi,44,male,brussels,18-64
George,44,male,wallonia,0-17
Ferdinand,44,male,wallonia,0-17
Marko,44,male,flanders,0-17
Ouassim,44,male,flanders,0-17
Sihem,44,female,brussels,18-64
Shany,44,female,flanders,18-64
Melika,44,female,flanders,18-64
Meredith,44,female,flanders,18-64
Myrna,44,female,flanders,18-64
Najlae,44,female,flanders,18-64
Nargis,44,female,flanders,18-64
Nisha,44,female,flanders,18-64
Rafaela,44,female,flanders,18-64
Samiha,44,female,flanders,18-64
Sedef,44,female,flanders,18-64
Severina,44,female,flanders,18-64
Tessie,44,female,flanders,18-64
María,44,female,flanders,18-64
Tulay,44,female,flanders,18-64
Vanina,44,female,flanders,18-64
Vjollca,44,female,flanders,18-64
Yanna,44,female,flanders,18-64
Zekiye,44,female,flanders,18-64
Thomas,44,male,brussels,65-inf
Pedro,44,male,brussels,65-inf
Hendrik,44,male,brussels,65-inf
Christiaan,44,male,wallonia,65-inf
Aloys,44,male,wallonia,65-inf
Matilda,44,female,flanders,18-64
Marike,44,female,flanders,18-64
Per,44,male,flanders,0-17
Hannan,44,female,flanders,18-64
Resul,44,male,flanders,0-17
Ricky,44,male,flanders,0-17
Ruiz,44,male,flanders,0-17
Sabir,44,male,flanders,0-17
Shimon,44,male,flanders,0-17
Siraç,44,male,flanders,0-17
Xiano,44,male,flanders,0-17
Yacine,44,male,flanders,0-17
Zian,44,male,flanders,0-17
Gülbahar,44,female,flanders,18-64
Hümeyra,44,female,flanders,18-64
Majlinda,44,female,flanders,18-64
Israa,44,female,flanders,18-64
Izabella,44,female,flanders,18-64
Jantien,44,female,flanders,18-64
Jilly,44,female,flanders,18-64
Jinthe,44,female,flanders,18-64
Julita,44,female,flanders,18-64
Jytte,44,female,flanders,18-64
Larysa,44,female,flanders,18-64
Laïs,44,female,flanders,18-64
Lindita,44,female,flanders,18-64
Antoaneta,44,female,flanders,18-64
Rosalia,44,female,brussels,18-64
Vicente,44,male,wallonia,18-64
Raffaella,44,female,brussels,18-64
Léliane,44,female,wallonia,65-inf
Ivana,44,female,wallonia,65-inf
Brigitta,44,female,wallonia,65-inf
Aurora,44,female,wallonia,65-inf
Agata,44,female,wallonia,65-inf
Lakhdar,44,male,wallonia,18-64
Jacob,44,male,wallonia,18-64
Gregor,44,male,wallonia,18-64
Claudiu,44,male,wallonia,18-64
