name,count,gender,area,age
Josée-Anne,49,female,wallonia,65-inf
Seval,49,female,flanders,18-64
Vinciane,49,female,wallonia,65-inf
Ewald,49,male,wallonia,65-inf
Gioacchino,49,male,wallonia,65-inf
Arsène,49,male,wallonia,18-64
Semih,49,male,wallonia,18-64
Pasqualino,49,male,wallonia,18-64
Chinouk,49,female,flanders,0-17
Naser,49,male,wallonia,18-64
Danaë,49,female,flanders,0-17
Nuriye,49,female,flanders,18-64
Dea,49,female,flanders,0-17
Nicolle,49,female,flanders,18-64
Dilay,49,female,flanders,0-17
Ebrar,49,female,flanders,0-17
Carmen,49,female,flanders,0-17
Briana,49,female,flanders,0-17
Aysima,49,female,flanders,0-17
Pakize,49,female,flanders,18-64
Ambroise,49,male,wallonia,18-64
Graziano,49,male,wallonia,18-64
Frederico,49,male,wallonia,18-64
Estéban,49,male,wallonia,18-64
Eloi,49,male,wallonia,18-64
Bob,49,male,wallonia,18-64
Hippolyte,49,male,wallonia,18-64
Jack,49,male,wallonia,18-64
Lucian,49,male,wallonia,18-64
Anwar,49,male,brussels,18-64
Gemma,49,female,wallonia,65-inf
Annouschka,49,female,flanders,18-64
Corneille,49,male,flanders,65-inf
Luis,49,male,flanders,65-inf
Maxime,49,male,flanders,65-inf
Roberto,49,male,flanders,65-inf
Abir,49,female,flanders,18-64
Afaf,49,female,flanders,18-64
Aikaterini,49,female,flanders,18-64
Amna,49,female,flanders,18-64
Carolin,49,female,flanders,18-64
Simon,49,male,brussels,65-inf
Christie,49,female,flanders,18-64
Cinderella,49,female,flanders,18-64
Coline,49,female,flanders,18-64
Didem,49,female,flanders,18-64
Dilber,49,female,flanders,18-64
Emmie,49,female,flanders,18-64
Emmily,49,female,flanders,18-64
Ezgi,49,female,flanders,18-64
Christophe,49,male,flanders,65-inf
Baudewijn,49,male,flanders,65-inf
Alpay,49,male,flanders,18-64
Valeri,49,male,flanders,18-64
Coskun,49,male,flanders,18-64
Djamel,49,male,flanders,18-64
Dmytro,49,male,flanders,18-64
Ebrahim,49,male,flanders,18-64
Fehmi,49,male,flanders,18-64
Gille,49,male,flanders,18-64
Gwenn,49,male,flanders,18-64
Jen,49,male,flanders,18-64
Jhon,49,male,flanders,18-64
Kenzy,49,male,flanders,18-64
Khan,49,male,flanders,18-64
Laurentius,49,male,flanders,18-64
Lex,49,male,flanders,18-64
Luke,49,male,flanders,18-64
Muammer,49,male,flanders,18-64
Selman,49,male,flanders,18-64
Thanh,49,male,flanders,18-64
Féline,49,female,flanders,18-64
Gaël,49,female,flanders,18-64
Herlindis,49,female,flanders,18-64
Enes,49,male,brussels,18-64
Dimitar,49,male,brussels,18-64
Bülent,49,male,brussels,18-64
Sinem,49,female,wallonia,0-17
Antoni,49,male,brussels,18-64
Canan,49,female,wallonia,18-64
Eliza,49,female,wallonia,18-64
Espérance,49,female,wallonia,18-64
Evy,49,female,wallonia,18-64
Fabiana,49,female,wallonia,18-64
Myrte,49,female,flanders,18-64
Aleksandar,49,male,flanders,0-17
Carole,49,female,wallonia,65-inf
Ainhoa,49,female,flanders,0-17
Angelique,49,female,flanders,0-17
Annelie,49,female,flanders,0-17
Hasan,49,male,brussels,65-inf
Pol,49,male,brussels,65-inf
Eliott,49,male,brussels,18-64
Gert,49,male,brussels,18-64
Hui,49,female,flanders,18-64
Ilan,49,male,brussels,18-64
Jeaninne,49,female,flanders,18-64
Jennyfer,49,female,flanders,18-64
Kateleen,49,female,flanders,18-64
Laaziza,49,female,flanders,18-64
Lenuta,49,female,flanders,18-64
Lieselore,49,female,flanders,18-64
Lio,49,female,flanders,18-64
Lorien,49,female,flanders,18-64
Louka,49,female,flanders,18-64
Malvina,49,female,flanders,18-64
Maryan,49,female,flanders,18-64
Yüksel,49,male,brussels,18-64
Wael,49,male,brussels,18-64
Szymon,49,male,brussels,18-64
Remi,49,male,brussels,18-64
Ralph,49,male,brussels,18-64
Melvin,49,male,brussels,18-64
Tasnime,49,female,wallonia,0-17
Azad,49,male,flanders,18-64
Priscilla,49,female,wallonia,0-17
Prisca,49,female,brussels,18-64
Reine,49,female,flanders,65-inf
Pelagia,49,female,flanders,65-inf
Mirjam,49,female,flanders,65-inf
Mariëtte,49,female,flanders,65-inf
Marie-Antoinette,49,female,flanders,65-inf
Marguerithe,49,female,flanders,65-inf
Goedele,49,female,flanders,65-inf
Geertruide,49,female,flanders,65-inf
Clothilda,49,female,flanders,65-inf
Amandine,49,female,flanders,65-inf
Elly,49,female,wallonia,0-17
Elyn,49,female,wallonia,0-17
Hailey,49,female,wallonia,0-17
Leia,49,female,wallonia,0-17
Assma,49,female,brussels,18-64
Zhor,49,female,brussels,18-64
Tessa,49,female,brussels,18-64
Ritta,49,female,flanders,65-inf
Tatiana,49,female,flanders,65-inf
André,49,male,brussels,0-17
Sulayman,49,male,flanders,0-17
Okan,49,male,flanders,0-17
Preben,49,male,flanders,0-17
Rayaan,49,male,flanders,0-17
Reno,49,male,flanders,0-17
Rida,49,male,flanders,0-17
Salvatore,49,male,flanders,0-17
Souhaib,49,male,flanders,0-17
Ylias,49,male,flanders,0-17
Antonin,49,male,brussels,0-17
Ugo,49,male,brussels,0-17
Patryk,49,male,brussels,0-17
Mustapha,49,male,brussels,0-17
Jacob,49,male,brussels,0-17
Noélie,49,female,wallonia,18-64
Fabio,49,male,brussels,0-17
Cédric,49,male,brussels,0-17
Saâdia,49,female,brussels,18-64
Zaineb,49,female,brussels,0-17
Millo,49,male,flanders,0-17
Soline,49,female,brussels,0-17
Aysun,49,female,brussels,18-64
Faïza,49,female,wallonia,18-64
Florianne,49,female,wallonia,18-64
Georgina,49,female,wallonia,18-64
Paola,49,female,wallonia,0-17
Grazyna,49,female,wallonia,18-64
Janick,49,female,wallonia,18-64
Loretta,49,female,wallonia,18-64
Malaurie,49,female,wallonia,18-64
Mérédith,49,female,wallonia,18-64
Yseult,49,female,wallonia,18-64
Warda,49,female,wallonia,18-64
Tatyana,49,female,wallonia,18-64
Séréna,49,female,wallonia,18-64
Sylvaine,49,female,wallonia,18-64
Solenn,49,female,wallonia,18-64
Priscille,49,female,wallonia,18-64
Aïda,49,female,brussels,18-64
Aïssata,49,female,brussels,18-64
Cansu,49,female,brussels,18-64
Eliana,49,female,brussels,0-17
Sena,49,female,brussels,0-17
Romaissa,49,female,brussels,0-17
Noura,49,female,brussels,0-17
Joyce,49,female,brussels,0-17
Ihsane,49,female,brussels,0-17
Garance,49,female,brussels,0-17
Evelina,49,female,brussels,0-17
Nissrine,49,female,brussels,18-64
Edwige,49,female,brussels,18-64
Nataliya,49,female,brussels,18-64
Luciana,49,female,brussels,18-64
Kristine,49,female,brussels,18-64
Konstantina,49,female,brussels,18-64
Kate,49,female,brussels,18-64
Hasnaa,49,female,brussels,18-64
Fabiola,49,female,brussels,18-64
Mousa,49,male,flanders,0-17
Oxana,49,female,wallonia,18-64
Markus,49,male,flanders,0-17
Selen,49,female,flanders,0-17
Janneke,49,female,flanders,0-17
Kornelia,49,female,flanders,0-17
Lisa-Marie,49,female,flanders,0-17
Loranne,49,female,flanders,0-17
Marie-Hélène,49,female,flanders,0-17
Matilde,49,female,flanders,0-17
Niya,49,female,flanders,0-17
Olga,49,female,flanders,0-17
Priscilla,49,female,flanders,0-17
Saskia,49,female,flanders,0-17
Viola,49,female,flanders,0-17
Inés,49,female,flanders,0-17
Virginie,49,female,flanders,0-17
Nawfel,49,male,wallonia,0-17
Marcelin,49,male,wallonia,0-17
Lény,49,male,wallonia,0-17
Hussein,49,male,wallonia,0-17
Giorgio,49,male,wallonia,0-17
Emin,49,male,wallonia,0-17
Brahim,49,male,wallonia,0-17
Austin,49,male,flanders,0-17
Loan,49,male,flanders,0-17
Janelle,49,female,flanders,0-17
Melvyn,49,male,wallonia,0-17
Ilaya,49,female,flanders,0-17
Eefje,49,female,flanders,0-17
Heavenly,49,female,flanders,0-17
Krystian,49,male,flanders,0-17
Jorik,49,male,flanders,0-17
Ilkay,49,male,flanders,0-17
Daylano,49,male,flanders,0-17
Ayrton,49,male,flanders,0-17
Leonor,49,female,wallonia,0-17
Oumou,49,female,wallonia,0-17
Ghizlane,49,female,flanders,0-17
Lano,49,male,flanders,0-17
Haya,49,female,flanders,0-17
Thierno,49,male,wallonia,0-17
Saïd,49,male,wallonia,0-17
Elyana,49,female,flanders,0-17
Arnold,48,male,brussels,18-64
Marie-Jeanne,48,female,brussels,18-64
Marilena,48,female,brussels,18-64
Meltem,48,female,brussels,18-64
Neslihan,48,female,brussels,18-64
Sabiha,48,female,brussels,18-64
Safaa,48,female,brussels,18-64
Somaya,48,female,brussels,18-64
Luka,48,male,brussels,18-64
Charlie,48,male,brussels,18-64
Corneliu,48,male,brussels,18-64
Mateo,48,male,brussels,18-64
Maximilian,48,male,brussels,18-64
Malak,48,female,brussels,18-64
Erick,48,male,brussels,18-64
Irfan,48,male,brussels,18-64
Jelle,48,male,brussels,18-64
Jürgen,48,male,brussels,18-64
Mama,48,female,brussels,18-64
Dolores,48,female,brussels,18-64
Lien,48,female,brussels,18-64
Jill,48,female,brussels,18-64
Aubry,48,male,wallonia,0-17
Maïko,48,male,wallonia,0-17
Ousmane,48,male,wallonia,0-17
Rayen,48,male,wallonia,0-17
Sergio,48,male,wallonia,0-17
Timaël,48,male,wallonia,0-17
Zakariya,48,male,wallonia,0-17
Petros,48,male,brussels,18-64
Akim,48,male,flanders,18-64
Artak,48,male,flanders,18-64
Btissam,48,female,brussels,18-64
Augusto,48,male,flanders,18-64
Desislava,48,female,brussels,18-64
Eliana,48,female,brussels,18-64
Fatime,48,female,brussels,18-64
Gracia,48,female,brussels,18-64
Hanim,48,female,brussels,18-64
Neil,48,male,brussels,18-64
Sebastiano,48,male,brussels,18-64
Prince,48,male,brussels,18-64
Ioannis,48,male,brussels,0-17
Giovanni,48,male,brussels,0-17
Faris,48,male,brussels,0-17
Emilio,48,male,brussels,0-17
Driss,48,male,brussels,0-17
Usman,48,male,flanders,18-64
Seyit,48,male,flanders,18-64
Serdal,48,male,flanders,18-64
Pjotr,48,male,flanders,18-64
Gui,48,male,flanders,65-inf
Ismail,48,male,flanders,65-inf
Marnic,48,male,flanders,65-inf
Piero,48,male,flanders,18-64
Phil,48,male,flanders,18-64
Peter-Jan,48,male,flanders,18-64
Nenad,48,male,flanders,18-64
Haytam,48,male,brussels,0-17
Souhail,48,male,brussels,0-17
Raïs,48,female,flanders,65-inf
Vlad,48,male,brussels,0-17
Yannik,48,male,flanders,18-64
Vitaliy,48,male,flanders,18-64
Vasileios,48,male,flanders,18-64
Abderrahmane,48,male,flanders,0-17
Aksel,48,male,flanders,0-17
Alban,48,male,flanders,0-17
Arto,48,male,flanders,0-17
Christiano,48,male,flanders,0-17
Djibril,48,male,flanders,0-17
Elyesa,48,male,flanders,0-17
Fernando,48,male,flanders,0-17
Firas,48,male,flanders,0-17
Flinn,48,male,flanders,0-17
Hamid,48,male,flanders,0-17
Lennox,48,male,flanders,0-17
Muslim,48,male,flanders,18-64
Magy,48,female,flanders,65-inf
Razvan,48,male,brussels,18-64
Osama,48,male,flanders,0-17
Ridwan,48,male,flanders,0-17
Sulaiman,48,male,flanders,0-17
Théodore,48,male,flanders,0-17
Zeb,48,male,flanders,0-17
Doran,48,male,flanders,18-64
Dmitry,48,male,flanders,18-64
Devid,48,male,flanders,18-64
Cüneyt,48,male,flanders,18-64
Yulia,48,female,brussels,18-64
Wissal,48,female,brussels,18-64
Ulrike,48,female,brussels,18-64
Stela,48,female,brussels,18-64
Tolga,48,male,brussels,18-64
Sergey,48,male,brussels,18-64
Sadik,48,male,brussels,18-64
Othmane,48,male,flanders,0-17
Milad,48,male,flanders,0-17
Laurentia,48,female,flanders,65-inf
Micah,48,male,flanders,0-17
Klara,48,female,flanders,65-inf
Elianthe,48,female,flanders,65-inf
Coletta,48,female,flanders,65-inf
Monir,48,male,flanders,18-64
Minh,48,male,flanders,18-64
Lemmy,48,male,flanders,18-64
Juliaan,48,male,flanders,18-64
Jozua,48,male,flanders,18-64
Jihad,48,male,flanders,18-64
Jannis,48,male,flanders,18-64
Gerrie,48,male,flanders,18-64
Francies,48,male,flanders,18-64
Ertugrul,48,male,flanders,18-64
Ehsan,48,male,flanders,18-64
Edilbert,48,male,flanders,18-64
Richardus,48,male,flanders,65-inf
Hasnaa,48,female,wallonia,18-64
Alexane,48,female,wallonia,18-64
Italo,48,male,wallonia,65-inf
Saliha,48,female,flanders,0-17
Rodayna,48,female,flanders,0-17
Princess,48,female,flanders,0-17
Precious,48,female,flanders,0-17
Myrte,48,female,flanders,0-17
Eli,48,male,wallonia,65-inf
Eloi,48,male,wallonia,65-inf
Hasan,48,male,wallonia,65-inf
Lino,48,male,wallonia,65-inf
Lélia,48,female,wallonia,0-17
Maurizio,48,male,wallonia,65-inf
Odon,48,male,wallonia,65-inf
Nursen,48,female,flanders,18-64
Ozlem,48,female,flanders,18-64
Rabiaa,48,female,flanders,18-64
Randa,48,female,flanders,18-64
Sanije,48,female,flanders,18-64
Santina,48,female,flanders,18-64
Sirin,48,female,flanders,0-17
Milana,48,female,wallonia,0-17
Stacy,48,female,flanders,0-17
Nergiz,48,female,flanders,18-64
Cécilia,48,female,wallonia,65-inf
Kheda,48,female,flanders,18-64
Lizy,48,female,flanders,18-64
Lyndsey,48,female,flanders,18-64
Marie-Charlotte,48,female,flanders,18-64
Miroslava,48,female,flanders,18-64
Najet,48,female,flanders,18-64
Nelleke,48,female,flanders,18-64
Nezahat,48,female,flanders,18-64
Noélyne,48,female,wallonia,0-17
Marie-Cécile,48,female,wallonia,65-inf
Norma,48,female,wallonia,65-inf
Wilhelmina,48,female,wallonia,65-inf
Edyta,48,female,wallonia,18-64
Yliana,48,female,wallonia,0-17
Selina,48,female,wallonia,0-17
Salima,48,female,wallonia,0-17
Nélya,48,female,wallonia,0-17
Shakila,48,female,flanders,18-64
Shaymaa,48,female,flanders,18-64
Soukaïna,48,female,flanders,18-64
Anne-Marie,48,female,flanders,0-17
Malaika,48,female,flanders,0-17
Kythana,48,female,flanders,0-17
Iana,48,female,flanders,0-17
Farida,48,female,flanders,0-17
Denise,48,female,flanders,0-17
Darya,48,female,flanders,0-17
Dalya,48,female,flanders,0-17
Ayline,48,female,flanders,0-17
Loréna,48,female,wallonia,0-17
Tiara,48,female,flanders,18-64
Kyra,48,female,wallonia,0-17
Inna,48,female,wallonia,0-17
Heather,48,female,wallonia,0-17
Hatice,48,female,wallonia,0-17
Ely,48,female,wallonia,0-17
Eileen,48,female,wallonia,0-17
Doriana,48,female,wallonia,0-17
Anita,48,female,wallonia,0-17
Agron,48,male,wallonia,18-64
Attila,48,male,wallonia,18-64
Baris,48,male,wallonia,18-64
Cameron,48,male,wallonia,18-64
Tinka,48,female,flanders,18-64
Wei,48,female,flanders,18-64
Wencke,48,female,flanders,18-64
Widad,48,female,flanders,18-64
Ülkü,48,female,flanders,18-64
Zoran,48,male,wallonia,18-64
Volkan,48,male,wallonia,18-64
Ulric,48,male,wallonia,18-64
Steeven,48,male,wallonia,18-64
Saber,48,male,wallonia,18-64
Saban,48,male,wallonia,18-64
Maysae,48,female,flanders,0-17
Onofrio,48,male,wallonia,18-64
Jochen,48,male,wallonia,18-64
Gregorio,48,male,wallonia,18-64
Francky,48,male,wallonia,18-64
Ferdinando,48,male,wallonia,18-64
Bianca,48,female,wallonia,65-inf
Rami,48,male,wallonia,18-64
Veronica,48,female,flanders,0-17
Cloé,48,female,flanders,18-64
Maïa,48,female,brussels,0-17
Rabia,48,female,brussels,0-17
Adrianna,48,female,flanders,18-64
Agneta,48,female,flanders,18-64
Albana,48,female,flanders,18-64
Anthe,48,female,flanders,18-64
Audry,48,female,flanders,18-64
Bibiana,48,female,flanders,18-64
Chahida,48,female,flanders,18-64
Chahrazad,48,female,flanders,18-64
Conchita,48,female,flanders,18-64
Ida,48,female,brussels,0-17
Dany,48,female,flanders,18-64
Dragana,48,female,flanders,18-64
Elma,48,female,flanders,18-64
Eman,48,female,flanders,18-64
Yarah,48,female,flanders,0-17
Ilja,48,female,flanders,18-64
Jacintha,48,female,flanders,18-64
Jaimy,48,female,flanders,18-64
Justina,48,female,flanders,18-64
Rosalie,48,female,brussels,65-inf
Lilly,48,female,brussels,0-17
Martin,48,male,brussels,65-inf
Lea,48,female,brussels,65-inf
Marie-Yvonne,48,female,wallonia,18-64
Emilienne,48,female,wallonia,18-64
Faouzia,48,female,wallonia,18-64
Hadda,48,female,wallonia,18-64
Izabela,48,female,wallonia,18-64
Lili,48,female,wallonia,18-64
Louana,48,female,wallonia,18-64
Luigina,48,female,wallonia,18-64
Lysa,48,female,wallonia,18-64
Malvina,48,female,wallonia,18-64
Margaretha,48,female,wallonia,18-64
Mira,48,female,wallonia,18-64
Franz,48,male,brussels,65-inf
Noemi,48,female,wallonia,18-64
Raluca,48,female,wallonia,18-64
Raïssa,48,female,wallonia,18-64
Regine,48,female,wallonia,18-64
Sonya,48,female,wallonia,18-64
Vincenzina,48,female,wallonia,18-64
Youssra,48,female,wallonia,18-64
Ecrin,48,female,brussels,0-17
Eden,48,female,brussels,0-17
Calogero,48,male,brussels,65-inf
Magda,48,female,brussels,65-inf
Farrah,48,female,flanders,18-64
Zia,48,female,flanders,0-17
Eleonora,47,female,brussels,0-17
Nelia,47,female,wallonia,0-17
Esmée,47,female,wallonia,0-17
Denise,47,female,wallonia,0-17
Dahlia,47,female,wallonia,0-17
Catalina,47,female,wallonia,0-17
Alexiane,47,female,wallonia,0-17
Ruby,47,female,wallonia,0-17
Mazarine,47,female,wallonia,0-17
Hind,47,female,wallonia,0-17
Zahia,47,female,flanders,18-64
Wilfrieda,47,female,flanders,18-64
Wendi,47,female,flanders,18-64
Matilda,47,female,wallonia,0-17
Dan,47,male,brussels,0-17
Eduardo,47,male,brussels,0-17
Hermione,47,female,wallonia,0-17
Wahiba,47,female,flanders,18-64
Daniella,47,female,brussels,0-17
Shauna,47,female,flanders,18-64
Marinella,47,female,flanders,18-64
Marva,47,female,flanders,18-64
Raya,47,female,flanders,18-64
Rosario,47,female,flanders,18-64
Saima,47,female,flanders,18-64
Sandie,47,female,flanders,18-64
Sheena,47,female,flanders,18-64
Jihane,47,female,wallonia,0-17
Somaya,47,female,flanders,18-64
Tieneke,47,female,flanders,18-64
Tini,47,female,flanders,18-64
Ummahan,47,female,flanders,18-64
Rocco,47,male,flanders,65-inf
Lahcen,47,male,flanders,65-inf
Federico,47,male,brussels,0-17
Mare,47,female,flanders,18-64
Linsay,47,female,flanders,18-64
Maroua,47,female,brussels,0-17
Malo,47,male,brussels,0-17
Michal,47,male,brussels,0-17
Sofian,47,male,brussels,0-17
Émile,47,male,brussels,0-17
Tesnim,47,female,brussels,0-17
Ramatoulaye,47,female,brussels,0-17
Luana,47,female,brussels,0-17
Halil,47,male,brussels,0-17
Liya,47,female,brussels,0-17
Joana,47,female,brussels,0-17
Jannah,47,female,brussels,0-17
Inssaf,47,female,brussels,0-17
Hafssa,47,female,brussels,0-17
Camilia,47,female,brussels,0-17
Hubert,47,male,brussels,0-17
Gabriele,47,male,brussels,0-17
Laxmi,47,female,flanders,18-64
Heather,47,female,flanders,18-64
Jesse,47,female,flanders,18-64
Irini,47,female,flanders,18-64
Ioanna,47,female,flanders,18-64
Ilonka,47,female,flanders,18-64
Héloïse,47,female,flanders,18-64
Hinda,47,female,flanders,18-64
Hafize,47,female,flanders,18-64
Alissia,47,female,flanders,18-64
Freja,47,female,flanders,18-64
Emmanuela,47,female,flanders,18-64
Elona,47,female,flanders,18-64
Domenica,47,female,flanders,18-64
Annuska,47,female,flanders,18-64
Annemiek,47,female,flanders,18-64
Ibtissam,47,female,wallonia,0-17
Ahmet,47,male,brussels,65-inf
Bahri,47,male,flanders,18-64
Orane,47,female,wallonia,18-64
Nana,47,female,flanders,0-17
Noya,47,female,flanders,0-17
Pola,47,female,flanders,0-17
Rien,47,female,flanders,0-17
Sarina,47,female,flanders,0-17
Sedra,47,female,flanders,0-17
Stéphanie,47,female,flanders,0-17
Yalenka,47,female,flanders,0-17
Zarema,47,female,wallonia,18-64
Yaël,47,female,wallonia,18-64
Urszula,47,female,wallonia,18-64
Typhaine,47,female,wallonia,18-64
Sévrine,47,female,wallonia,18-64
Rajaa,47,female,wallonia,18-64
Océanne,47,female,wallonia,18-64
Yonas,47,male,flanders,0-17
Norma,47,female,wallonia,18-64
Meredith,47,female,wallonia,18-64
Lise-Marie,47,female,wallonia,18-64
Kristine,47,female,wallonia,18-64
Kiara,47,female,wallonia,18-64
Janelle,47,female,wallonia,18-64
Hermine,47,female,wallonia,18-64
Gerlinde,47,female,wallonia,18-64
Fanta,47,female,wallonia,18-64
Damaris,47,female,wallonia,18-64
Célie,47,female,wallonia,18-64
Adélie,47,female,wallonia,18-64
Abida,47,female,brussels,18-64
Adela,47,female,brussels,18-64
Nadine,47,female,flanders,0-17
Moon,47,female,flanders,0-17
Monika,47,female,flanders,0-17
Milly,47,female,flanders,0-17
Slimane,47,male,wallonia,18-64
Rinaldo,47,male,wallonia,18-64
Natale,47,male,wallonia,18-64
Muharrem,47,male,wallonia,18-64
Mohand,47,male,wallonia,18-64
Liviu,47,male,wallonia,18-64
Kerim,47,male,wallonia,18-64
Jean-Loup,47,male,wallonia,18-64
Hamed,47,male,wallonia,18-64
Cataldo,47,male,wallonia,18-64
Byron,47,male,wallonia,18-64
Alaa,47,male,wallonia,18-64
Adèle,47,female,flanders,0-17
Aye,47,female,flanders,0-17
Chani,47,female,flanders,0-17
Clémentine,47,female,flanders,0-17
Dominika,47,female,flanders,0-17
Douaa,47,female,flanders,0-17
Elyna,47,female,flanders,0-17
Enna,47,female,flanders,0-17
Evin,47,female,flanders,0-17
Faigy,47,female,flanders,0-17
Hanan,47,female,flanders,0-17
Indira,47,female,flanders,0-17
Katoo,47,female,flanders,0-17
Bright,47,male,flanders,18-64
Kinga,47,female,flanders,0-17
Loulou,47,female,flanders,0-17
Maude,47,female,flanders,0-17
Aisha,47,female,brussels,18-64
Till,47,male,flanders,0-17
Lucio,47,male,wallonia,65-inf
Jamie,47,male,wallonia,0-17
Hadda,47,female,brussels,18-64
Luana,47,female,brussels,18-64
Nadya,47,female,brussels,18-64
Samiha,47,female,brussels,18-64
Susanna,47,female,brussels,18-64
Theodora,47,female,brussels,18-64
Abdoullah,47,male,wallonia,0-17
Aboubacar,47,male,wallonia,0-17
Adriel,47,male,wallonia,0-17
Baran,47,male,wallonia,0-17
Boubacar,47,male,wallonia,0-17
Ezekiel,47,male,wallonia,0-17
Gautier,47,male,wallonia,0-17
Heyden,47,male,wallonia,0-17
João,47,male,wallonia,0-17
Süleyman,47,male,flanders,0-17
Juliano,47,male,wallonia,0-17
Manu,47,male,wallonia,0-17
Régis,47,male,wallonia,0-17
Solal,47,male,wallonia,0-17
Sullyvan,47,male,wallonia,0-17
Tessio,47,male,wallonia,0-17
Yvan,47,male,wallonia,0-17
Pasqua,47,female,wallonia,65-inf
Marlene,47,female,wallonia,65-inf
Jadwiga,47,female,wallonia,65-inf
Hilde,47,female,wallonia,65-inf
Guiseppa,47,female,wallonia,65-inf
Eleonora,47,female,wallonia,65-inf
Amalia,47,female,wallonia,65-inf
Djenabou,47,female,brussels,18-64
Daniella,47,female,brussels,18-64
Athina,47,female,brussels,18-64
Asia,47,female,brussels,18-64
Saber,47,male,flanders,0-17
Rian,47,male,flanders,0-17
Randy,47,male,flanders,0-17
Ragnar,47,male,flanders,0-17
Qasim,47,male,flanders,0-17
Lester,47,male,flanders,0-17
Lenz,47,male,flanders,0-17
Kyaro,47,male,flanders,0-17
Kaylen,47,male,flanders,0-17
Karl,47,male,flanders,0-17
Jon,47,male,flanders,0-17
Jochem,47,male,flanders,0-17
Jethro,47,male,flanders,0-17
Jabir,47,male,flanders,0-17
Halid,47,male,flanders,0-17
Ennio,47,male,flanders,0-17
Duncan,47,male,flanders,0-17
Cayden,47,male,flanders,0-17
Abdullahi,47,male,flanders,0-17
Lyloo,47,female,wallonia,0-17
Alena,47,female,flanders,65-inf
Alexandra,47,female,flanders,65-inf
Ethel,47,female,flanders,65-inf
Lynda,47,female,flanders,65-inf
Mariane,47,female,flanders,65-inf
Murielle,47,female,flanders,65-inf
Svetlana,47,female,flanders,65-inf
Anahit,47,female,brussels,18-64
Apolline,47,female,brussels,18-64
Mauro,47,male,wallonia,65-inf
Kelya,47,female,wallonia,0-17
Leon,47,male,wallonia,65-inf
Faisal,47,male,brussels,18-64
Beniamin,47,male,brussels,18-64
Bekir,47,male,brussels,18-64
Afrim,47,male,brussels,18-64
Abraham,47,male,brussels,18-64
Wessel,47,male,flanders,18-64
Wahidullah,47,male,flanders,18-64
Vardan,47,male,flanders,18-64
Turgut,47,male,flanders,18-64
Sunny,47,male,flanders,18-64
Samba,47,male,flanders,18-64
Salaheddine,47,male,flanders,18-64
Ramesh,47,male,flanders,18-64
Ram,47,male,flanders,18-64
Octavian,47,male,flanders,18-64
Mordechai,47,male,flanders,18-64
Jamy,47,male,flanders,18-64
Jago,47,male,flanders,18-64
Ekrem,47,male,brussels,18-64
Gian,47,male,brussels,18-64
Henrique,47,male,flanders,18-64
Giulio,47,male,brussels,18-64
Ibrahim,47,male,wallonia,65-inf
Yahia,47,male,brussels,18-64
Ward,47,male,brussels,18-64
Volkan,47,male,brussels,18-64
Vedat,47,male,brussels,18-64
Tommy,47,male,brussels,18-64
Tadeusz,47,male,brussels,18-64
Ramzi,47,male,brussels,18-64
Petrica,47,male,brussels,18-64
Nathanaël,47,male,brussels,18-64
Monir,47,male,brussels,18-64
Liam,47,male,brussels,18-64
Laszlo,47,male,brussels,18-64
Krystian,47,male,brussels,18-64
Killian,47,male,brussels,18-64
Jérome,47,male,brussels,18-64
Hamed,47,male,brussels,18-64
István,47,male,flanders,18-64
Eugène,47,male,brussels,18-64
Gianfranco,47,male,flanders,18-64
Hatice,47,female,brussels,65-inf
Cody,47,male,flanders,18-64
Diedrik,47,male,flanders,18-64
Doru,47,male,flanders,18-64
Faik,47,male,flanders,18-64
Gerardo,47,male,flanders,18-64
Gabor,47,male,flanders,18-64
Gazmend,47,male,flanders,18-64
Hassan,47,male,wallonia,65-inf
Giuliano,47,male,wallonia,65-inf
Ferenc,47,male,flanders,18-64
Radia,47,female,brussels,65-inf
Safia,47,female,brussels,65-inf
Annabel,46,female,brussels,18-64
Aliona,46,female,brussels,18-64
Jurn,46,male,flanders,18-64
Hermanus,46,male,flanders,18-64
Hayk,46,male,flanders,18-64
Haris,46,male,flanders,18-64
Guillian,46,male,flanders,18-64
Emrullah,46,male,flanders,18-64
Eloy,46,male,flanders,18-64
Duran,46,male,flanders,18-64
Kirsten,46,male,flanders,18-64
Blaise,46,male,flanders,18-64
Bjarni,46,male,flanders,18-64
Astrit,46,male,flanders,18-64
Alexandro,46,male,flanders,18-64
Adama,46,male,flanders,18-64
Abu,46,male,flanders,18-64
Chakib,46,male,flanders,18-64
Levon,46,male,flanders,18-64
Chahrazad,46,female,brussels,18-64
Mirco,46,male,flanders,18-64
Ridouane,46,male,brussels,18-64
Romuald,46,male,brussels,18-64
Ryszard,46,male,brussels,18-64
Thanh,46,male,brussels,18-64
Veysel,46,male,brussels,18-64
Zakariae,46,male,brussels,18-64
Yousri,46,male,flanders,18-64
Yolan,46,male,flanders,18-64
Todor,46,male,flanders,18-64
Timotheus,46,male,flanders,18-64
Svetoslav,46,male,flanders,18-64
Souhail,46,male,flanders,18-64
Sevdalin,46,male,flanders,18-64
Mohanad,46,male,flanders,18-64
Benoit,46,male,wallonia,0-17
Mitko,46,male,flanders,18-64
Mirwais,46,male,flanders,18-64
Benedetta,46,female,brussels,18-64
Drita,46,female,brussels,18-64
Jakob,46,male,wallonia,0-17
Mouhamed,46,male,wallonia,0-17
